Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Total_Children,Total_Spending
Graduation,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,73,38,0,833
Graduation,In_Relationship,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,70,428,1,242
Graduation,In_Relationship,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,48,656,0,1869
Graduation,In_Relationship,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,38,662,0,1364
Postgraduate,In_Relationship,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,301,1,183
Postgraduate,In_Relationship,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,69,399,1,450
Graduation,In_Relationship,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,46,361,1,758
PhD,In_Relationship,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,74,199,0,1507
Graduation,Single,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,60,431,2,654
Graduation,In_Relationship,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,53,442,2,81
PhD,In_Relationship,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,68,568,1,137
Graduation,In_Relationship,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,72,480,2,16
PhD,Single,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,60,303,1,93
PhD,In_Relationship,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,67,154,0,1158
Postgraduate,Single,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,70,193,2,43
Graduation,Single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,54,290,1,1525
PhD,Single,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,51,85,0,1230
Graduation,In_Relationship,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,49,76,2,29
Graduation,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,55,49,1,25
Graduation,In_Relationship,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,53,102,1,24
Graduation,In_Relationship,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,53,376,1,38
Basic,In_Relationship,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,39,608,1,57
Postgraduate,In_Relationship,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,65,134,2,47
PhD,Single,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,57,543,1,813
Postgraduate,In_Relationship,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,47,31,1,629
Graduation,Single,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,49,659,1,377
Postgraduate,In_Relationship,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,80,530,0,1612
PhD,In_Relationship,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,68,599,0,729
Graduation,Single,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,75,345,0,50
Graduation,In_Relationship,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,47,243,2,270
Graduation,Single,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,64,450,1,177
Postgraduate,Single,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,63,525,0,315
PhD,In_Relationship,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,71,1,1,767
Postgraduate,Single,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,60,614,1,1071
Graduation,In_Relationship,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,52,484,0,1580
Graduation,In_Relationship,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,57,197,1,60
Postgraduate,In_Relationship,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,55,198,1,573
Graduation,Single,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,69,460,2,41
Graduation,In_Relationship,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,74,526,2,170
PhD,Single,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,81,236,0,1167
Graduation,In_Relationship,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,67,449,0,1526
Postgraduate,In_Relationship,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,49,237,2,458
Postgraduate,In_Relationship,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,54,98,1,63
Graduation,In_Relationship,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,68,251,1,405
Graduation,In_Relationship,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,53,464,2,1027
Graduation,Single,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,53,449,1,1478
Graduation,In_Relationship,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,44,256,0,72
Graduation,Single,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,53,435,1,48
Graduation,Single,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,50,29,0,726
Postgraduate,In_Relationship,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,70,510,1,860
PhD,In_Relationship,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,39,218,0,1497
PhD,In_Relationship,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,55,48,1,495
Graduation,In_Relationship,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,49,109,2,20
Graduation,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,71,582,0,570
Graduation,In_Relationship,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,53,92,1,769
Postgraduate,In_Relationship,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,47,301,1,55
PhD,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,45,420,0,1808
Graduation,In_Relationship,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,53,325,1,55
Graduation,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,64,14,0,577
Graduation,In_Relationship,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,437,0,162
Graduation,In_Relationship,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,403,1,1957
Postgraduate,Single,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,66,439,1,1576
Graduation,In_Relationship,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,71,418,3,1616
Graduation,Single,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,63,533,3,36
PhD,Single,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,67,414,1,1482
Graduation,In_Relationship,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,41,120,1,22
PhD,Single,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,49,219,2,63
Graduation,Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,33,657,0,680
PhD,In_Relationship,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,58,420,2,542
Postgraduate,In_Relationship,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,45,270,1,50
Graduation,In_Relationship,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,58,500,2,39
Graduation,In_Relationship,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,69,457,1,1043
Postgraduate,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,53,430,1,385
Graduation,Single,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,45,644,0,1633
Postgraduate,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,45,362,1,46
Graduation,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,48,100,1,761
Graduation,In_Relationship,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,328,2,76
Graduation,In_Relationship,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,51,577,1,290
Graduation,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,37,48,1,89
Graduation,In_Relationship,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,44,596,1,70
Postgraduate,In_Relationship,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,65,337,0,1066
Graduation,In_Relationship,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,55,167,0,2009
Postgraduate,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,34,638,0,1345
Postgraduate,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,69,552,1,764
Graduation,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,62,249,1,195
Graduation,In_Relationship,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,45,415,2,53
Graduation,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,51,381,1,368
PhD,In_Relationship,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,71,169,1,544
Postgraduate,In_Relationship,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,68,600,0,1853
PhD,In_Relationship,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,59,34,2,35
PhD,In_Relationship,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,51,104,1,446
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,46,454,1,1180
Postgraduate,In_Relationship,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,52,117,1,41
Graduation,In_Relationship,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,40,495,2,727
Graduation,In_Relationship,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,633,2,40
Postgraduate,In_Relationship,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,36,420,0,1062
Graduation,In_Relationship,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,56,154,1,40
Postgraduate,In_Relationship,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,56,134,2,292
Graduation,In_Relationship,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,38,536,0,15
Postgraduate,In_Relationship,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,36,633,1,341
Postgraduate,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,50,194,1,369
PhD,In_Relationship,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,52,383,1,401
Postgraduate,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,59,460,1,393
Postgraduate,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,39,278,2,10
Graduation,In_Relationship,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,47,419,1,486
Graduation,In_Relationship,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,46,620,1,69
PhD,In_Relationship,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,42,274,0,1727
Graduation,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,66,174,1,995
Graduation,In_Relationship,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,49,18,1,45
Postgraduate,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,44,86,2,182
Postgraduate,In_Relationship,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,47,266,1,989
Graduation,In_Relationship,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,72,285,0,1677
Postgraduate,Single,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,54,364,2,595
Graduation,In_Relationship,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,42,500,1,156
Postgraduate,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,69,85,0,1226
Postgraduate,In_Relationship,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,47,528,1,128
Graduation,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,53,139,1,86
Graduation,In_Relationship,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,50,621,1,68
Graduation,Single,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,50,341,2,16
Postgraduate,In_Relationship,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,44,10,2,55
PhD,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,53,655,0,2114
PhD,In_Relationship,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,55,362,0,2018
PhD,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,72,580,3,263
Graduation,In_Relationship,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,66,200,2,55
Graduation,In_Relationship,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,63,454,2,564
Postgraduate,Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,47,195,0,1281
Graduation,In_Relationship,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,52,505,1,83
Postgraduate,Single,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,60,659,2,353
Graduation,In_Relationship,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,42,166,0,1003
Basic,Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,34,60,1,14
PhD,Single,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,82,513,0,902
PhD,Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,53,564,1,1139
Graduation,In_Relationship,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,69,326,1,797
Graduation,Single,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,67,157,1,1638
PhD,In_Relationship,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,51,322,1,401
Graduation,Single,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,39,250,1,84
Graduation,In_Relationship,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,67,508,0,928
Graduation,Single,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,55,317,1,203
Graduation,In_Relationship,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,58,350,0,858
Graduation,In_Relationship,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,52,207,0,409
Graduation,In_Relationship,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,56,462,3,282
Graduation,Single,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,48,81,0,1423
Graduation,Single,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,64,220,0,1449
Graduation,Single,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,54,209,1,28
Graduation,In_Relationship,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,51,176,1,67
PhD,In_Relationship,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,39,111,0,199
PhD,Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,59,365,0,1453
Graduation,In_Relationship,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,33,234,0,1253
PhD,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,62,520,1,1198
Postgraduate,In_Relationship,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,53,350,1,178
Graduation,Single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,31,573,0,1990
Graduation,In_Relationship,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,414,0,976
Postgraduate,In_Relationship,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,65,185,0,1001
PhD,In_Relationship,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,326,0,1919
Postgraduate,Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,71,224,1,350
PhD,Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,71,407,0,1650
PhD,In_Relationship,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,70,77,2,46
Graduation,Single,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,32,438,0,1228
Postgraduate,Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,56,521,1,95
PhD,In_Relationship,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,77,56,2,62
Graduation,In_Relationship,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,39,42,1,1761
Postgraduate,In_Relationship,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,46,667,0,467
Graduation,In_Relationship,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,47,139,0,1149
Postgraduate,Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,43,181,0,2052
Graduation,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,32,56,0,1127
PhD,In_Relationship,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,49,224,1,1416
PhD,In_Relationship,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,51,82,0,1113
Graduation,Single,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,36,139,1,125
PhD,Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,74,686,1,966
Basic,In_Relationship,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,36,554,1,32
Graduation,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,73,38,0,833
PhD,In_Relationship,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,54,35,1,46
Graduation,In_Relationship,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,54,248,0,960
PhD,In_Relationship,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,55,403,1,1829
Graduation,Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,54,350,1,779
PhD,Single,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,50,324,1,811
Postgraduate,Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,73,384,2,1120
PhD,In_Relationship,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,63,344,1,725
Graduation,Single,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,42,397,0,1187
Graduation,In_Relationship,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,72,482,0,2302
Basic,Single,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,39,554,0,66
PhD,In_Relationship,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,38,636,0,1250
Postgraduate,In_Relationship,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,43,133,1,683
Graduation,Single,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,46,272,2,305
Graduation,In_Relationship,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,48,205,1,50
Postgraduate,Single,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,50,636,1,995
PhD,In_Relationship,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,46,50,1,41
PhD,In_Relationship,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,49,52,2,77
Postgraduate,Single,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,52,516,2,171
PhD,Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,54,414,2,131
Postgraduate,In_Relationship,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,49,49,2,54
PhD,In_Relationship,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,49,504,2,53
Graduation,In_Relationship,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,60,575,1,475
Graduation,Single,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,73,681,1,694
Graduation,In_Relationship,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,52,53,2,96
PhD,Single,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,68,428,1,361
Graduation,Single,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,58,646,1,1079
PhD,Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,63,53,1,578
Postgraduate,In_Relationship,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,56,546,1,64
PhD,In_Relationship,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,50,258,1,149
Graduation,In_Relationship,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,45,4,2,231
Graduation,In_Relationship,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,66,290,1,728
Graduation,In_Relationship,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,52,314,0,1778
Graduation,In_Relationship,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,52,625,1,93
PhD,In_Relationship,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,51,442,1,23
Graduation,In_Relationship,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,45,624,1,662
Graduation,In_Relationship,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,37,147,0,1198
PhD,In_Relationship,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,57,528,3,81
Postgraduate,In_Relationship,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,37,594,1,92
Postgraduate,Single,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,66,224,1,491
Postgraduate,In_Relationship,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,623,0,1564
Graduation,In_Relationship,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,63,146,0,926
Postgraduate,In_Relationship,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,66,697,0,1910
Postgraduate,In_Relationship,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,60,261,3,411
Graduation,In_Relationship,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,73,177,2,94
Graduation,In_Relationship,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,71,290,1,1085
Postgraduate,Single,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,65,352,2,23
Graduation,Single,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,60,7,0,6
Postgraduate,Single,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,46,326,1,54
Graduation,Single,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,47,258,1,1150
Graduation,In_Relationship,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,75,318,0,1415
PhD,In_Relationship,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,51,312,1,405
